data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-09-26 14:00:59.823555;1563;São Paulo;Lucas Pereira;Geladeira Sansung;Jack Smith;masculino;pix
2025-06-02 13:39:59.823718;1564;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Ruth Pratt;femasculino;boleto
2025-04-07 13:30:59.823984;1565;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Matthew Hidalgo;masculino;cartão de crédito
2025-10-06 20:40:59.825045;1566;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Mary Malkani;femasculino;dinheiro
2025-05-23 15:46:59.844067;1567;São Paulo;Lucas Pereira;Playstation 5;Andrea George;femasculino;dinheiro
2025-08-12 19:04:59.844372;1568;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;John Land;masculino;pix
2025-05-26 20:47:59.844966;1569;Recife;Bruno Otavio;Playstation 5;Mary Lighty;femasculino;boleto
2025-04-17 15:52:59.851819;1570;Recife;Bruno Otavio;Cama Solteiro Ortobom;Wayne Willis;masculino;cartão de crédito
2025-12-30 12:35:59.852054;1571;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Justin Haywood;masculino;dinheiro
2026-01-10 12:17:59.852721;1572;Copa Cabana;Carlos Silva;Playstation 5;Joy Daniel;femasculino;cartão de crédito
2025-12-21 16:56:59.853032;1573;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Frank Dais;masculino;dinheiro
2025-07-01 17:19:59.861427;1574;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Ben Bogle;masculino;pix
2025-07-10 16:01:59.863551;1575;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Amado Ress;masculino;boleto
2025-08-29 12:58:59.871323;1576;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Kenny Yates;masculino;dinheiro
2025-06-09 12:32:59.871742;1577;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Clayton Short;masculino;boleto
2025-08-11 12:57:59.872259;1578;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Eric Wilkins;masculino;boleto
2025-12-31 19:18:59.872572;1579;Florianopoles;Paulo de Sousa;Playstation 5;Kimberly Heng;femasculino;pix
2025-12-02 19:21:59.877349;1580;Copa Cabana;Carlos Silva;Playstation 5;Frieda Nicks;femasculino;boleto
2025-09-09 16:58:59.880543;1581;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Melinda Rosenberg;femasculino;cartão de crédito
2025-12-06 16:07:59.881255;1582;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Stephine Gillespie;femasculino;cartão de crédito
2025-03-21 15:21:59.882326;1583;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;George Oldham;masculino;dinheiro
2025-02-19 14:35:59.883809;1584;Copa Cabana;Carlos Silva;Playstation 5;Richard Valdez;masculino;cartão de crédito
2025-09-26 18:39:59.884104;1585;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Dennis Welch;masculino;dinheiro
2025-05-19 18:53:59.884319;1586;Recife;Bruno Otavio;Playstation 5;Cleveland Smock;masculino;boleto
2025-08-11 14:10:59.886877;1587;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Gerald Childers;masculino;pix
2025-07-01 14:57:59.887383;1588;Recife;João Victor;Smartphone Sansung Galaxy;Peter Davis;masculino;pix
2025-10-06 13:16:59.887507;1589;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Heather Cohen;femasculino;pix
2025-04-12 15:31:59.887761;1590;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Carol Schmidt;femasculino;pix
2025-11-16 14:18:59.887938;1591;São Paulo;Lucas Pereira;Playstation 5;Juan Severance;masculino;dinheiro
2026-01-13 13:32:59.890940;1592;São Paulo;Lucas Pereira;Playstation 5;Georgia Muhlbauer;femasculino;boleto
2025-07-23 18:06:59.903568;1593;Belo Horizonte;Joana Silva;Playstation 5;Mark Gingues;masculino;dinheiro
2025-02-18 19:22:59.926835;1594;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Jill Adams;femasculino;pix
2025-02-09 19:35:59.927146;1595;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Dale Holland;masculino;cartão de crédito
2025-06-18 17:51:59.927402;1596;São Paulo;Ana Oliveira;Geladeira Sansung;Mae Larsen;femasculino;dinheiro
2025-12-13 11:29:59.927830;1597;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Daniel Thompson;femasculino;dinheiro
2025-09-06 20:19:59.928403;1598;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Hillary Liriano;femasculino;pix
2025-08-30 12:29:59.932744;1599;Florianopoles;Paulo de Sousa;Geladeira Sansung;Barry Bueno;masculino;boleto
2025-06-24 12:15:59.933970;1600;Copa Cabana;Carlos Silva;Playstation 5;Amy Carlisle;femasculino;dinheiro
2025-02-04 11:15:59.934580;1601;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Lucille Clark;femasculino;boleto
2025-10-09 13:10:59.934740;1602;Recife;Bruno Otavio;Playstation 5;Lucille Tolentino;femasculino;pix
2026-01-14 16:55:59.937145;1603;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Thomas Sheperd;masculino;dinheiro
2025-11-30 14:15:59.942605;1604;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;John Wilmot;masculino;pix
2025-08-04 15:10:59.945448;1605;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Thomas Jackson;masculino;pix
2025-08-09 13:10:59.945601;1606;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Malcolm Nesbitt;masculino;boleto
2025-12-24 19:22:59.946690;1607;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Alejandro Marshall;masculino;boleto
2025-07-25 10:04:59.946975;1608;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Timothy Moore;masculino;boleto
2026-01-09 13:44:59.947107;1609;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Ann Crouch;femasculino;cartão de crédito
2025-09-07 15:13:59.947714;1610;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Erik Sanders;masculino;pix
2026-01-21 17:04:59.947941;1611;São Paulo;Ana Oliveira;Playstation 5;Laurence Camp;masculino;dinheiro
2025-03-12 10:10:59.948639;1612;São Paulo;Lucas Pereira;Geladeira Sansung;Anthony Christensen;masculino;dinheiro
2025-10-12 11:07:59.948928;1613;Belo Horizonte;Olivia Sousa;Playstation 5;Vicente Dingler;masculino;cartão de crédito
2025-12-08 19:35:59.956148;1614;Recife;João Victor;Smartphone Sansung Galaxy;Walter Marion;masculino;dinheiro
2025-12-31 18:24:59.957551;1615;Copa Cabana;Luis Costa;Geladeira Sansung;Daniel Osborne;masculino;dinheiro
2025-02-09 15:16:59.957872;1616;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Barbara Mclean;femasculino;boleto
2025-07-06 14:27:59.958227;1617;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Eunice Stoops;femasculino;dinheiro
2025-08-03 12:51:59.961360;1618;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Alissa Schreffler;femasculino;cartão de crédito
2025-08-17 16:41:59.968213;1619;Florianopoles;Isabale Gomes;Playstation 5;Anita Brewer;femasculino;boleto
2025-03-24 13:56:59.968543;1620;Belo Horizonte;Joana Silva;Geladeira Sansung;John Garza;masculino;boleto
2025-12-12 13:06:59.968736;1621;Recife;Bruno Otavio;Cama Solteiro Ortobom;Lee Williams;femasculino;boleto
2025-10-03 12:36:59.968980;1622;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Adolfo Buffey;masculino;cartão de crédito
2025-03-06 17:03:59.979712;1623;Florianopoles;Paulo de Sousa;Geladeira Sansung;Susan Todd;femasculino;boleto
2025-12-02 14:30:59.980069;1624;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;David Patterson;masculino;boleto
2025-03-08 10:38:59.980225;1625;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Deborah Torres;femasculino;dinheiro
2025-07-06 15:42:59.980365;1626;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Heidi Stillman;femasculino;dinheiro
2025-02-07 12:33:59.982229;1627;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Karl Sim;masculino;boleto
2025-10-12 18:42:59.984930;1628;São Paulo;Ana Oliveira;Playstation 5;Karena Anderson;femasculino;pix
2025-04-23 12:50:59.986202;1629;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Gertrude Leggett;femasculino;cartão de crédito
2025-09-19 14:16:59.987182;1630;Belo Horizonte;Joana Silva;Playstation 5;Freda Goodman;femasculino;dinheiro
2025-02-17 15:22:59.987870;1631;Copa Cabana;Carlos Silva;Geladeira Sansung;Ruthie Catron;femasculino;boleto
2025-07-04 14:44:59.989976;1632;Recife;João Victor;Geladeira Sansung;Megan Apel;femasculino;cartão de crédito
2025-06-01 12:27:59.995499;1633;Recife;Bruno Otavio;Playstation 5;Jonathan Joyner;masculino;pix
2025-10-14 20:57:59.995949;1634;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Michael Salcido;masculino;dinheiro
2025-04-08 13:54:59.997400;1635;Recife;João Victor;Playstation 5;Marie Schofield;femasculino;pix
2025-04-10 20:00:59.998460;1636;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Douglas Clark;masculino;boleto
2025-04-16 16:57:59.998590;1637;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Chad Petrarca;masculino;dinheiro
2025-06-05 12:15:00.007053;1638;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Ron Raminez;masculino;pix
2025-03-23 18:46:00.016734;1639;Recife;Bruno Otavio;Playstation 5;Raymond Moreno;masculino;pix
2025-08-14 11:54:00.017144;1640;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Kareen Lyons;femasculino;cartão de crédito
2025-05-18 14:24:00.018627;1641;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Julie Borelli;femasculino;boleto
2025-03-18 15:19:00.025996;1642;Copa Cabana;Carlos Silva;Geladeira Sansung;Danielle Wender;femasculino;cartão de crédito
2025-08-18 18:11:00.041674;1643;Recife;João Victor;Smartphone Sansung Galaxy;Henry Castillo;masculino;boleto
2025-11-30 13:56:00.042005;1644;Belo Horizonte;Joana Silva;Geladeira Sansung;Lisa Lawnicki;femasculino;cartão de crédito
2025-08-09 17:32:00.053496;1645;Copa Cabana;Luis Costa;Geladeira Sansung;Don Brown;masculino;dinheiro
2025-09-10 12:56:00.053705;1646;São Paulo;Lucas Pereira;Playstation 5;Arthur Daniels;masculino;pix
2025-05-30 19:51:00.053883;1647;Copa Cabana;Carlos Silva;Playstation 5;Robert Burford;masculino;boleto
2025-02-20 18:58:00.056489;1648;Copa Cabana;Luis Costa;Geladeira Sansung;Patrick Fuller;masculino;pix
2025-12-07 19:39:00.056766;1649;Recife;João Victor;Playstation 5;Collin Estrada;masculino;cartão de crédito
2025-10-30 17:47:00.057310;1650;Belo Horizonte;Joana Silva;Geladeira Sansung;Hugh Peterson;masculino;boleto
2025-11-20 18:36:00.057533;1651;Belo Horizonte;Olivia Sousa;Playstation 5;Frances Voorhies;femasculino;pix
2025-03-01 10:58:00.063285;1652;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Mildred Christian;femasculino;boleto
2025-11-20 10:33:00.063660;1653;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Angela Coffey;femasculino;dinheiro
2025-04-23 19:35:00.064086;1654;Belo Horizonte;Joana Silva;Playstation 5;Stephen Davis;masculino;dinheiro
2025-01-26 13:47:00.064217;1655;Florianopoles;Isabale Gomes;Playstation 5;Melissa Monson;femasculino;dinheiro
2025-06-04 12:17:00.065537;1656;Florianopoles;Paulo de Sousa;Geladeira Sansung;Gerald Newsome;masculino;cartão de crédito
2025-07-05 16:13:00.066063;1657;Recife;Bruno Otavio;Geladeira Sansung;Robert Gomez;masculino;cartão de crédito
2025-09-14 20:48:00.066214;1658;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Dan Perez;masculino;dinheiro
2026-01-15 11:27:00.066387;1659;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Julian Arce;masculino;pix
2025-09-05 16:18:00.067495;1660;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Luis Hawkins;masculino;boleto
2025-01-30 15:39:00.067683;1661;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;John Solomon;masculino;cartão de crédito
2025-02-08 18:56:00.068059;1662;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Robert Milne;masculino;pix
2025-02-28 16:04:00.069719;1663;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Dianne Longsdorf;femasculino;cartão de crédito
2025-12-27 16:24:00.082126;1664;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;John Baumer;masculino;dinheiro
2025-10-14 15:43:00.087241;1665;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Stephenie Stevens;femasculino;dinheiro
2025-06-25 18:39:00.087989;1666;Recife;Bruno Otavio;Playstation 5;Pamela Townsend;femasculino;dinheiro
2025-12-29 20:00:00.088266;1667;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Gloria Benway;femasculino;pix
2025-05-02 20:26:00.095975;1668;São Paulo;Ana Oliveira;Playstation 5;Thomas Jewell;masculino;dinheiro
2025-02-09 13:07:00.096667;1669;Recife;João Victor;Smartwatch Sansung M3;Brandon Lovett;masculino;cartão de crédito
2025-02-13 19:21:00.097392;1670;Recife;Bruno Otavio;Geladeira Sansung;Bradley Tran;masculino;pix
2025-09-15 13:13:00.097727;1671;Recife;Bruno Otavio;Smartphone Sansung Galaxy;John Cole;masculino;cartão de crédito
2025-10-27 15:09:00.097870;1672;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Andrew Demarino;masculino;boleto
2025-06-15 18:44:00.127118;1673;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Teri Smith;femasculino;dinheiro
2025-05-14 11:23:00.127539;1674;Recife;João Victor;Smartphone Sansung Galaxy;Thomas Wilkinson;masculino;boleto
2025-07-15 19:06:00.127899;1675;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Glenda Madison;femasculino;cartão de crédito
2025-08-06 18:31:00.128499;1676;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Floyd Thornton;masculino;boleto
2025-08-27 12:08:00.128791;1677;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Kristi Boyd;femasculino;cartão de crédito
2025-12-04 17:17:00.129052;1678;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Elaine Klein;femasculino;dinheiro
2025-09-06 16:43:00.129351;1679;Belo Horizonte;Joana Silva;Geladeira Sansung;Craig Sakoda;masculino;dinheiro
2025-09-17 16:19:00.142617;1680;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Robert Morris;masculino;cartão de crédito
2025-04-18 20:37:00.142914;1681;Copa Cabana;Luis Costa;Playstation 5;Kathy Thorpe;femasculino;boleto
2025-11-12 15:09:00.143653;1682;Florianopoles;Paulo de Sousa;Geladeira Sansung;Russell Ortiz;masculino;pix
2025-05-31 19:03:00.143872;1683;Recife;Bruno Otavio;Cama Solteiro Ortobom;Barbara Pacifico;femasculino;cartão de crédito
2025-05-04 18:21:00.151523;1684;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Julie Mickey;femasculino;dinheiro
2025-08-22 15:48:00.153996;1685;Copa Cabana;Carlos Silva;Playstation 5;Adam Martin;masculino;cartão de crédito
2025-03-28 19:45:00.154167;1686;Recife;Bruno Otavio;Cama Solteiro Ortobom;Arthur Jump;masculino;dinheiro
2025-03-11 11:18:00.157385;1687;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;William Copstead;masculino;boleto
2025-09-05 13:49:00.185207;1688;Florianopoles;Paulo de Sousa;Playstation 5;William Hardin;masculino;boleto
2025-08-23 15:30:00.185683;1689;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;William Kono;masculino;cartão de crédito
2025-06-08 15:44:00.194348;1690;São Paulo;Lucas Pereira;Geladeira Sansung;Charles Miser;masculino;cartão de crédito
2025-08-03 15:25:00.200755;1691;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Eric Lucas;masculino;boleto
2026-01-02 10:44:00.201028;1692;Florianopoles;Paulo de Sousa;Geladeira Sansung;Kathleen Walker;femasculino;boleto
2025-03-19 10:23:00.201173;1693;Copa Cabana;Carlos Silva;Playstation 5;Maria Rose;femasculino;pix
2025-01-31 16:31:00.201333;1694;São Paulo;Lucas Pereira;Playstation 5;David Hamilton;masculino;pix
2025-10-17 20:55:00.201474;1695;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Gwendolyn Wheeler;femasculino;boleto
2025-06-30 12:29:00.201739;1696;Recife;João Victor;Cama Solteiro Ortobom;Robert Louis;masculino;pix
2025-05-14 14:47:00.202734;1697;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Jay Guillen;masculino;pix
2025-08-21 16:43:00.203924;1698;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Jeffery Barker;masculino;boleto
2026-01-22 16:00:00.204209;1699;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Sharon Eiche;femasculino;pix
2025-01-26 10:31:00.221111;1700;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Giovanni Terry;masculino;cartão de crédito
2025-06-10 15:12:00.221712;1701;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;William Riina;masculino;boleto
2025-08-23 13:31:00.232979;1702;Florianopoles;Isabale Gomes;Playstation 5;Beverly Bottorff;femasculino;dinheiro
2025-02-04 11:26:00.240371;1703;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Greg Butler;masculino;dinheiro
2025-06-26 12:23:00.240660;1704;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Samantha Reed;femasculino;dinheiro
2025-08-07 12:47:00.240864;1705;São Paulo;Lucas Pereira;Geladeira Sansung;Cedric Erhardt;masculino;pix
2025-07-09 20:20:00.247294;1706;Recife;João Victor;Playstation 5;Joseph Monsivais;masculino;cartão de crédito
2025-12-08 14:34:00.257134;1707;São Paulo;Lucas Pereira;Geladeira Sansung;William Grayson;masculino;boleto
2025-06-11 13:14:00.257868;1708;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Deborah Ortiz;femasculino;cartão de crédito
2025-12-16 19:34:00.258043;1709;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Ricardo Coleman;masculino;dinheiro
2025-08-16 17:05:00.258235;1710;Florianopoles;Paulo de Sousa;Playstation 5;Brenda Kistler;femasculino;dinheiro
2025-04-01 20:39:00.260686;1711;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Tyler Lashua;masculino;dinheiro
2025-06-03 10:25:00.268978;1712;Florianopoles;Paulo de Sousa;Playstation 5;Tiffany Arredondo;femasculino;boleto
2025-08-02 15:06:00.269801;1713;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Joyce Kagan;femasculino;pix
2025-09-30 10:26:00.274613;1714;Florianopoles;Isabale Gomes;Geladeira Sansung;Antionette Lynn;femasculino;cartão de crédito
2025-04-24 11:02:00.275465;1715;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Marian Simmons;femasculino;pix
2025-10-27 19:18:00.275727;1716;São Paulo;Lucas Pereira;Playstation 5;Traci Eddins;femasculino;pix
2025-03-17 16:56:00.278155;1717;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Erma Garcia;femasculino;boleto
2025-12-13 13:33:00.278411;1718;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Amanda Bookout;femasculino;boleto
2026-01-11 19:34:00.281927;1719;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Herminia Ridley;femasculino;pix
2025-04-12 17:12:00.283223;1720;Recife;Bruno Otavio;Cama Solteiro Ortobom;Denise Smith;femasculino;pix
2025-04-26 10:34:00.283369;1721;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Maya Franks;femasculino;cartão de crédito
2025-04-08 14:17:00.284222;1722;Recife;Bruno Otavio;Cama Solteiro Ortobom;Summer Crocker;femasculino;cartão de crédito
2025-07-12 18:42:00.285018;1723;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Gary Gaccione;masculino;dinheiro
2025-12-20 14:54:00.298751;1724;Recife;Bruno Otavio;Cama Solteiro Ortobom;Charles Dec;masculino;boleto
2025-09-29 10:02:00.310203;1725;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Agnes Stewart;femasculino;dinheiro
2026-01-02 20:26:00.310506;1726;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Horace Caligiuri;masculino;cartão de crédito
2025-04-08 20:22:00.321050;1727;São Paulo;Lucas Pereira;Playstation 5;David Barth;masculino;cartão de crédito
2025-05-18 12:49:00.322341;1728;Recife;João Victor;Smartphone Sansung Galaxy;Dorothy Keefer;femasculino;cartão de crédito
2025-08-10 12:21:00.323969;1729;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Derrick Sutton;masculino;dinheiro
2025-06-05 16:22:00.324393;1730;Recife;João Victor;Smartwatch Sansung M3;Margaret Waynick;femasculino;boleto
2025-03-25 16:51:00.335422;1731;Copa Cabana;Carlos Silva;Geladeira Sansung;Colleen Kulig;femasculino;boleto
2025-06-11 10:12:00.344929;1732;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Donald Russom;masculino;dinheiro
2025-05-28 20:11:00.353126;1733;Belo Horizonte;Joana Silva;Geladeira Sansung;Angel Betts;masculino;boleto
2025-10-12 11:27:00.354221;1734;Recife;João Victor;Playstation 5;Sandra Treadwell;femasculino;dinheiro
2025-07-31 19:28:00.355795;1735;São Paulo;Lucas Pereira;Geladeira Sansung;Patrick Hutchinson;masculino;pix
2025-07-11 12:58:00.356270;1736;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Gloria Frein;femasculino;boleto
2025-06-01 17:19:00.371778;1737;Florianopoles;Paulo de Sousa;Playstation 5;Henry Howard;masculino;pix
2025-03-19 13:22:00.372003;1738;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Patricia Batson;femasculino;pix
2025-07-16 11:07:00.373659;1739;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Floyd Pellicone;masculino;dinheiro
2025-10-09 20:43:00.403101;1740;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Christopher Smith;masculino;boleto
2025-11-16 15:01:00.403472;1741;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Nathaniel Berry;masculino;dinheiro
2025-04-14 13:59:00.403874;1742;Recife;João Victor;Smartphone Sansung Galaxy;Rex Young;masculino;dinheiro
2025-09-11 13:58:00.404128;1743;Copa Cabana;Carlos Silva;Playstation 5;Angela Murphy;femasculino;dinheiro
2025-11-18 13:24:00.404271;1744;Copa Cabana;Carlos Silva;Geladeira Sansung;Chris Mcdaniel;masculino;cartão de crédito
2025-11-17 18:17:00.404525;1745;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Betty Karas;femasculino;cartão de crédito
2025-05-04 17:10:00.410229;1746;São Paulo;Lucas Pereira;Geladeira Sansung;Karen Bailey;femasculino;boleto
2025-08-23 10:00:00.410529;1747;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;James Evans;masculino;dinheiro
2026-01-12 14:41:00.410714;1748;Copa Cabana;Luis Costa;Playstation 5;Paul Wolfe;masculino;dinheiro
2026-01-03 10:48:00.410955;1749;Recife;Bruno Otavio;Geladeira Sansung;Alisa Myers;femasculino;pix
2025-07-18 10:20:00.411307;1750;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Celia Dunn;femasculino;pix
2025-03-22 12:36:00.411585;1751;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Victoria Freeman;femasculino;cartão de crédito
2025-09-24 18:11:00.411766;1752;Copa Cabana;Carlos Silva;Geladeira Sansung;Bobbie Blassingame;femasculino;cartão de crédito
2025-09-08 17:49:00.416101;1753;São Paulo;Lucas Pereira;Playstation 5;Bethann Snyder;femasculino;cartão de crédito
2025-09-04 16:14:00.417347;1754;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Anna Lewis;femasculino;pix
2025-12-15 13:22:00.417480;1755;São Paulo;Ana Oliveira;Geladeira Sansung;John Odell;masculino;dinheiro
2026-01-06 17:18:00.417945;1756;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Jon Macneil;masculino;cartão de crédito
2025-05-26 19:25:00.421194;1757;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Eric Smith;masculino;boleto
2025-10-10 17:37:00.421334;1758;Recife;João Victor;Cama Solteiro Ortobom;Lydia Smith;femasculino;boleto
2025-05-17 15:00:00.421530;1759;Recife;João Victor;Geladeira Sansung;Polly Crist;femasculino;dinheiro
2025-05-27 10:38:00.423171;1760;Florianopoles;Paulo de Sousa;Geladeira Sansung;Ellie Freeman;femasculino;boleto
2025-02-09 12:14:00.423827;1761;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Kathrine Dekker;femasculino;cartão de crédito
2025-07-22 10:12:00.430321;1762;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Jessie Massey;femasculino;pix
2025-03-13 19:15:00.430793;1763;Copa Cabana;Luis Costa;Playstation 5;Brent Anderson;masculino;dinheiro
2025-06-13 14:06:00.430989;1764;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Amanda Davanzo;femasculino;cartão de crédito
2025-12-30 17:01:00.444308;1765;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Phillip Lyons;masculino;cartão de crédito
2025-03-05 17:13:00.444673;1766;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Daniel Armstrong;masculino;boleto
2025-11-07 12:50:00.444859;1767;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Esther Doolittle;femasculino;pix
2025-02-17 18:36:00.446674;1768;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Ronald Smith;masculino;dinheiro
2025-08-24 11:07:00.446803;1769;Recife;Bruno Otavio;Playstation 5;Joseph Sullivan;masculino;pix
2025-11-25 12:15:00.446945;1770;Florianopoles;Paulo de Sousa;Playstation 5;George Kingore;masculino;cartão de crédito
2026-01-07 11:54:00.473284;1771;Recife;João Victor;Geladeira Sansung;Mark Hale;masculino;boleto
2025-08-25 17:59:00.473629;1772;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Terry Rickert;masculino;boleto
2025-06-08 15:06:00.476542;1773;Recife;João Victor;Smartwatch Sansung M3;Gladys Pontbriand;femasculino;boleto
2025-02-21 16:25:00.484909;1774;Belo Horizonte;Olivia Sousa;Playstation 5;Andres Chenault;masculino;boleto
2025-02-08 15:14:00.487305;1775;Belo Horizonte;Joana Silva;Geladeira Sansung;Ashley Owens;femasculino;boleto
2025-09-08 19:00:00.487500;1776;Belo Horizonte;Olivia Sousa;Playstation 5;Jean Krum;masculino;cartão de crédito
2025-06-01 17:46:00.493293;1777;Florianopoles;Isabale Gomes;Playstation 5;Daniel Sherman;masculino;pix
2025-09-17 20:18:00.494165;1778;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Ralph Moss;masculino;dinheiro
2025-05-20 16:44:00.494451;1779;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;John Bez;masculino;dinheiro
2025-12-08 18:55:00.513322;1780;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Bryon Bohland;masculino;dinheiro
